,gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
0,2017-10-17,08:00,Regular,Brown,Jaylen,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Jaylen Brown,Starter,40,F,79,222,1996-10-24,25,0,3,3,0,5,23,11,0.4783,14,9,0.6429,9,2,0.2222,2,1,0.5,1,5,6,CLE,East,Central,Home,Win,0
1,2017-10-17,08:00,Regular,Irving,Kyrie,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Kyrie Irving,Starter,39,PG,75,191,1992-03-23,22,10,2,3,0,4,17,8,0.4706,8,4,0.5,9,4,0.4444,2,2,1.0,2,2,4,CLE,East,Central,Home,Win,0
2,2017-10-17,08:00,Regular,Tatum,Jayson,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Jayson Tatum,Starter,37,SF,80,205,1998-03-03,14,3,1,0,0,4,12,5,0.4167,10,4,0.4,2,1,0.5,3,3,1.0,4,6,10,CLE,East,Central,Home,Win,0
3,2017-10-17,08:00,Regular,Horford,Al,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Al Horford,Starter,32,C,82,245,1986-06-03,9,5,0,0,1,2,7,2,0.2857,5,2,0.4,2,0,0.0,7,5,0.7143,0,7,7,CLE,East,Central,Home,Win,0
4,2017-10-17,08:00,Regular,Hayward,Gordon,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Gordon Hayward,Starter,5,SF,81,207,1990-03-23,2,0,0,0,0,1,2,1,0.5,1,1,1.0,1,0,0.0,0,0,0.0,0,1,1,CLE,East,Central,Home,Win,0
5,2017-10-17,08:00,Regular,Smart,Marcus,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Marcus Smart,Bench,35,PG,76,220,1994-03-06,12,3,2,2,2,2,16,5,0.3125,12,5,0.4167,4,0,0.0,3,2,0.6667,0,9,9,CLE,East,Central,Home,Win,0
6,2017-10-17,08:00,Regular,Rozier,Terry,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Terry Rozier,Bench,20,PG,73,190,1994-03-17,9,2,0,3,0,0,6,2,0.3333,3,1,0.3333,3,1,0.3333,4,4,1.0,0,3,3,CLE,East,Central,Home,Win,0
7,2017-10-17,08:00,Regular,Baynes,Aron,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Aron Baynes,Bench,19,C,82,260,1986-12-09,6,1,2,0,1,5,2,2,1.0,2,2,1.0,0,0,0.0,4,2,0.5,2,3,5,CLE,East,Central,Home,Win,0
8,2017-10-17,08:00,Regular,Ojeleye,Jesusemilore,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Semi Ojeleye,Bench,9,PF,79,235,1994-12-05,0,0,0,0,0,1,2,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0,CLE,East,Central,Home,Win,0
9,2017-10-17,08:00,Regular,Larkin,DeShane,BOS,East,Atlantic,Away,Loss,0,Forte,Brian,Smith,Michael,Shane Larkin,Bench,5,PG,71,176,1992-10-02,0,0,0,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,1,1,CLE,East,Central,Home,Win,0
10,2017-10-17,08:00,Regular,James,LeBron,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,LeBron James,Starter,41,SF,80,240,1984-12-30,29,9,4,0,2,3,19,12,0.6316,14,11,0.7857,5,1,0.2,4,4,1.0,1,15,16,BOS,East,Atlantic,Away,Loss,0
11,2017-10-17,08:00,Regular,Crowder,Jae,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,Jae Crowder,Starter,35,SF,78,235,1990-07-06,11,2,1,2,0,2,10,3,0.3,5,2,0.4,5,1,0.2,4,4,1.0,1,4,5,BOS,East,Atlantic,Away,Loss,0
12,2017-10-17,08:00,Regular,Rose,Derrick,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,Derrick Rose,Starter,31,PG,75,190,1988-10-04,14,2,2,0,0,2,14,5,0.3571,11,4,0.3636,3,1,0.3333,4,3,0.75,1,3,4,BOS,East,Atlantic,Away,Loss,0
13,2017-10-17,08:00,Regular,Wade,Dwyane,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,Dwyane Wade,Starter,29,SG,76,212,1982-01-17,8,3,4,0,2,1,10,3,0.3,9,3,0.3333,1,0,0.0,2,2,1.0,1,1,2,BOS,East,Atlantic,Away,Loss,0
14,2017-10-17,08:00,Regular,Love,Kevin,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,Kevin Love,Starter,28,PF,82,271,1988-09-07,15,0,2,0,0,2,9,4,0.4444,5,3,0.6,4,1,0.25,7,6,0.8571,3,8,11,BOS,East,Atlantic,Away,Loss,0
15,2017-10-17,08:00,Regular,Smith,Earl,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,J.R. Smith,Bench,22,SG,78,220,1985-11-09,10,1,0,0,0,4,7,4,0.5714,4,3,0.75,3,1,0.3333,1,1,1.0,0,4,4,BOS,East,Atlantic,Away,Loss,0
16,2017-10-17,08:00,Regular,Thompson,Tristan,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,Tristan Thompson,Bench,20,C,80,225,1991-03-13,5,2,2,0,0,3,3,2,0.6667,3,2,0.6667,0,0,0.0,3,1,0.3333,1,5,6,BOS,East,Atlantic,Away,Loss,0
17,2017-10-17,08:00,Regular,Green,Jeff,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,Jeff Green,Bench,14,SF,81,235,1986-08-08,6,0,1,0,0,3,8,3,0.375,7,3,0.4286,1,0,0.0,0,0,0.0,0,0,0,BOS,East,Atlantic,Away,Loss,0
18,2017-10-17,08:00,Regular,Shumpert,Iman,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,Iman Shumpert,Bench,13,SG,77,220,1990-06-26,4,0,1,1,0,3,3,2,0.6667,3,2,0.6667,0,0,0.0,0,0,0.0,1,1,2,BOS,East,Atlantic,Away,Loss,0
19,2017-10-17,08:00,Regular,Korver,Kyle,CLE,East,Central,Home,Win,0,Forte,Brian,Smith,Michael,Kyle Korver,Bench,7,SG,79,210,1981-03-17,0,0,0,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,BOS,East,Atlantic,Away,Loss,0
20,2017-10-17,10:30,Regular,Ariza,Trevor,HOU,West,Southwest,Away,Win,0,Maddox,Tre,Garretson,Ron,Trevor Ariza,Starter,38,F,80,200,1985-06-30,8,5,1,2,0,2,9,3,0.3333,4,1,0.25,5,2,0.4,0,0,0.0,1,5,6,GS,West,Pacific,Home,Loss,0
21,2017-10-17,10:30,Regular,Harden,James,HOU,West,Southwest,Away,Win,0,Maddox,Tre,Garretson,Ron,James Harden,Starter,36,SG,77,218,1989-08-26,27,10,3,1,0,2,23,10,0.4348,14,6,0.4286,9,4,0.4444,4,3,0.75,1,5,6,GS,West,Pacific,Home,Loss,0
22,2017-10-17,10:30,Regular,Anderson,Ryan,HOU,West,Southwest,Away,Win,0,Maddox,Tre,Garretson,Ron,Ryan Anderson,Starter,33,PF,82,240,1988-05-06,13,1,0,1,1,3,12,5,0.4167,4,2,0.5,8,3,0.375,0,0,0.0,3,5,8,GS,West,Pacific,Home,Loss,0
23,2017-10-17,10:30,Regular,Paul,Chris,HOU,West,Southwest,Away,Win,0,Maddox,Tre,Garretson,Ron,Chris Paul,Starter,33,PG,72,175,1985-05-06,4,11,1,2,1,4,9,2,0.2222,5,2,0.4,4,0,0.0,0,0,0.0,1,7,8,GS,West,Pacific,Home,Loss,0
24,2017-10-17,10:30,Regular,Capela,Clint,HOU,West,Southwest,Away,Win,0,Maddox,Tre,Garretson,Ron,Clint Capela,Starter,18,C,82,245,1994-05-18,12,0,2,1,1,0,10,6,0.6,10,6,0.6,0,0,0.0,1,0,0.0,1,3,4,GS,West,Pacific,Home,Loss,0
25,2017-10-17,10:30,Regular,Gordon,Eric,HOU,West,Southwest,Away,Win,0,Maddox,Tre,Garretson,Ron,Eric Gordon,Bench,29,SG,75,220,1988-12-25,24,1,2,1,2,1,16,9,0.5625,10,9,0.9,6,0,0.0,8,6,0.75,0,1,1,GS,West,Pacific,Home,Loss,0
26,2017-10-17,10:30,Regular,Tucker,Anthony,HOU,West,Southwest,Away,Win,0,Maddox,Tre,Garretson,Ron,P.J. Tucker,Bench,29,SF,77,225,1985-05-05,20,0,1,1,0,3,9,6,0.6667,3,2,0.6667,6,4,0.6667,6,4,0.6667,1,5,6,GS,West,Pacific,Home,Loss,0
27,2017-10-17,10:30,Regular,Mbah a Moute,Luc Richard,HOU,West,Southwest,Away,Win,0,Maddox,Tre,Garretson,Ron,Luc Richard Mbah a Moute,Bench,23,PF,80,232,1986-09-09,14,0,2,0,0,1,9,6,0.6667,6,4,0.6667,3,2,0.6667,0,0,0.0,2,2,4,GS,West,Pacific,Home,Loss,0
28,2017-10-17,10:30,Regular,Thompson,Klay,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Klay Thompson,Starter,38,SG,79,205,1990-02-08,16,3,1,2,2,0,14,6,0.4286,7,2,0.2857,7,4,0.5714,0,0,0.0,0,6,6,HOU,West,Southwest,Away,Win,0
29,2017-10-17,10:30,Regular,Durant,Kevin,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Kevin Durant,Starter,38,SF,81,225,1988-12-29,20,7,8,0,4,4,15,7,0.4667,10,5,0.5,5,2,0.4,5,4,0.8,1,4,5,HOU,West,Southwest,Away,Win,0
30,2017-10-17,10:30,Regular,Curry,Wardell,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Stephen Curry,Starter,30,PG,75,185,1988-03-14,22,4,2,1,0,4,18,8,0.4444,9,5,0.5556,9,3,0.3333,3,3,1.0,0,5,5,HOU,West,Southwest,Away,Win,0
31,2017-10-17,10:30,Regular,Green,Draymond,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Draymond Green,Starter,28,PF,79,230,1990-03-04,9,13,2,0,0,3,6,2,0.3333,4,1,0.25,2,1,0.5,4,4,1.0,1,10,11,HOU,West,Southwest,Away,Win,0
32,2017-10-17,10:30,Regular,Pachulia,Zaza,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Zaza Pachulia,Starter,10,C,83,240,1984-02-10,6,0,0,0,1,1,2,2,1.0,2,2,1.0,0,0,0.0,2,2,1.0,0,3,3,HOU,West,Southwest,Away,Win,0
33,2017-10-17,10:30,Regular,Young,Nick,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Nick Young,Bench,26,SG,79,210,1985-06-01,23,0,1,0,0,4,9,8,0.8889,2,2,1.0,7,6,0.8571,1,1,1.0,1,1,2,HOU,West,Southwest,Away,Win,0
34,2017-10-17,10:30,Regular,McCaw,Patrick,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Patrick McCaw,Bench,19,G,79,185,1995-10-25,4,1,0,1,1,1,3,2,0.6667,3,2,0.6667,0,0,0.0,0,0,0.0,1,2,3,HOU,West,Southwest,Away,Win,0
35,2017-10-17,10:30,Regular,Livingston,Shaun,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Shaun Livingston,Bench,19,PG,79,182,1985-09-11,6,5,1,0,0,2,5,2,0.4,5,2,0.4,0,0,0.0,2,2,1.0,1,0,1,HOU,West,Southwest,Away,Win,0
36,2017-10-17,10:30,Regular,Bell,Jordan,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Jordan Bell,Bench,12,PF,81,225,1996-04-09,8,1,1,0,0,4,5,4,0.8,5,4,0.8,0,0,0.0,0,0,0.0,0,1,1,HOU,West,Southwest,Away,Win,0
37,2017-10-17,10:30,Regular,West,David,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,David West,Bench,9,PF,81,240,1980-08-29,4,0,1,0,1,0,3,2,0.6667,3,2,0.6667,0,0,0.0,0,0,0.0,1,0,1,HOU,West,Southwest,Away,Win,0
38,2017-10-17,10:30,Regular,Looney,Kevon,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Kevon Looney,Bench,8,SF,81,222,1996-02-06,1,0,0,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,2,1,0.5,0,2,2,HOU,West,Southwest,Away,Win,0
39,2017-10-17,10:30,Regular,Casspi,Omri,GS,West,Pacific,Home,Loss,0,Maddox,Tre,Garretson,Ron,Omri Casspi,Bench,4,SF,79,225,1988-06-22,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,HOU,West,Southwest,Away,Win,0
70,2017-10-18,07:00,Regular,Turner,Myles,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,Myles Turner,Starter,34,PF,84,239,1996-03-24,21,2,1,0,4,3,13,8,0.6154,10,7,0.7,3,1,0.3333,4,4,1.0,3,11,14,BKN,East,Atlantic,Away,Loss,0
71,2017-10-18,07:00,Regular,Young,Thaddeus,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,Thaddeus Young,Starter,33,PF,80,220,1988-06-21,17,3,2,2,2,3,16,7,0.4375,11,6,0.5455,5,1,0.2,2,2,1.0,5,6,11,BKN,East,Atlantic,Away,Loss,0
72,2017-10-18,07:00,Regular,Collison,Darren,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,Darren Collison,Starter,30,PG,72,160,1987-08-23,21,11,2,2,0,1,12,9,0.75,9,8,0.8889,3,1,0.3333,3,2,0.6667,1,2,3,BKN,East,Atlantic,Away,Loss,0
73,2017-10-18,07:00,Regular,Bogdanović,Bojan,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,Bojan Bogdanović,Starter,29,SF,80,216,1989-04-18,14,0,3,0,0,2,9,5,0.5556,6,4,0.6667,3,1,0.3333,3,3,1.0,0,0,0,BKN,East,Atlantic,Away,Loss,0
74,2017-10-18,07:00,Regular,Oladipo,Kehinde,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,Victor Oladipo,Starter,25,SG,76,215,1992-05-04,22,4,3,4,0,5,12,6,0.5,6,4,0.6667,6,2,0.3333,10,8,0.8,0,5,5,BKN,East,Atlantic,Away,Loss,0
75,2017-10-18,07:00,Regular,Joseph,Cory,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,Cory Joseph,Bench,25,PG,75,185,1991-08-20,11,4,1,2,1,1,10,4,0.4,8,3,0.375,2,1,0.5,2,2,1.0,1,2,3,BKN,East,Atlantic,Away,Loss,0
76,2017-10-18,07:00,Regular,Stephenson,Lance,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,Lance Stephenson,Bench,24,SG,77,210,1990-09-05,16,3,1,1,1,3,19,6,0.3158,10,4,0.4,9,2,0.2222,5,2,0.4,0,1,1,BKN,East,Atlantic,Away,Loss,0
77,2017-10-18,07:00,Regular,Sabonis,Domantas,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,Domantas Sabonis,Bench,19,PF,83,240,1996-05-03,16,1,1,0,0,3,7,7,1.0,7,7,1.0,0,0,0.0,3,2,0.6667,4,3,7,BKN,East,Atlantic,Away,Loss,0
78,2017-10-18,07:00,Regular,Wilkins,Damien,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,Damien Wilkins,Bench,11,SG,78,225,1980-01-11,2,0,0,1,0,1,3,1,0.3333,1,1,1.0,2,0,0.0,0,0,0.0,0,1,1,BKN,East,Atlantic,Away,Loss,0
79,2017-10-18,07:00,Regular,Leaf,Ty,IND,East,Central,Home,Win,0,Cutler,Kevin,Brothers,Tony,T.J. Leaf,Bench,10,PF,82,225,1997-04-30,0,1,0,0,1,3,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,2,2,BKN,East,Atlantic,Away,Loss,0
80,2017-10-18,07:00,Regular,Waiters,Dion,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,Dion Waiters,Starter,38,SG,76,221,1991-12-10,15,4,3,2,1,1,17,7,0.4118,11,6,0.5455,6,1,0.1667,0,0,0.0,0,0,0,ORL,East,Southeast,Home,Win,0
81,2017-10-18,07:00,Regular,Whiteside,Hassan,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,Hassan Whiteside,Starter,36,C,84,235,1989-06-13,26,1,1,0,1,1,18,11,0.6111,17,10,0.5882,1,1,1.0,3,3,1.0,5,17,22,ORL,East,Southeast,Home,Win,0
82,2017-10-18,07:00,Regular,Richardson,Josh,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,Josh Richardson,Starter,35,SG,78,200,1993-09-15,10,2,2,0,1,3,9,4,0.4444,2,2,1.0,7,2,0.2857,0,0,0.0,0,2,2,ORL,East,Southeast,Home,Win,0
83,2017-10-18,07:00,Regular,Dragić,Goran,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,Goran Dragić,Starter,31,PG,76,180,1986-06-06,17,6,0,1,0,0,19,6,0.3158,15,5,0.3333,4,1,0.25,4,4,1.0,3,2,5,ORL,East,Southeast,Home,Win,0
84,2017-10-18,07:00,Regular,Olynyk,Kelly,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,Kelly Olynyk,Starter,21,C,84,238,1991-04-19,10,3,0,0,0,4,7,3,0.4286,5,2,0.4,2,1,0.5,3,3,1.0,0,5,5,ORL,East,Southeast,Home,Win,0
85,2017-10-18,07:00,Regular,Winslow,Justise,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,Justise Winslow,Bench,23,SF,78,222,1996-03-26,10,2,1,1,0,2,8,4,0.5,7,3,0.4286,1,1,1.0,2,1,0.5,1,3,4,ORL,East,Southeast,Home,Win,0
86,2017-10-18,07:00,Regular,Johnson,Tyler,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,Tyler Johnson,Bench,21,SG,76,186,1992-05-07,7,1,1,0,0,2,9,3,0.3333,6,2,0.3333,3,1,0.3333,0,0,0.0,0,2,2,ORL,East,Southeast,Home,Win,0
87,2017-10-18,07:00,Regular,Johnson,James,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,James Johnson,Bench,19,PF,81,245,1987-02-20,11,8,4,1,1,5,9,5,0.5556,7,5,0.7143,2,0,0.0,4,1,0.25,2,2,4,ORL,East,Southeast,Home,Win,0
88,2017-10-18,07:00,Regular,Ellington,Wayne,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,Wayne Ellington,Bench,10,SG,76,200,1987-11-29,3,0,1,1,0,0,5,1,0.2,1,1,1.0,4,0,0.0,1,1,1.0,0,0,0,ORL,East,Southeast,Home,Win,0
89,2017-10-18,07:00,Regular,Adebayo,Edrice,MIA,East,Southeast,Away,Loss,0,Lane,Karl,Holtkamp,Lauren,Bam Adebayo,Bench,6,PF,82,250,1997-07-18,0,0,0,0,0,2,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,ORL,East,Southeast,Home,Win,0
99,2017-10-18,07:00,Regular,Simmons,Benjamin,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,Ben Simmons,Starter,35,PG,82,240,1996-07-20,18,5,1,2,1,3,15,7,0.4667,15,7,0.4667,0,0,0.0,6,4,0.6667,3,7,10,WAS,East,Southeast,Home,Win,0
100,2017-10-18,07:00,Regular,Redick,Jonathan,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,J.J. Redick,Starter,32,SG,76,190,1984-06-24,12,4,2,1,0,4,10,4,0.4,2,0,0.0,8,4,0.5,0,0,0.0,0,2,2,WAS,East,Southeast,Home,Win,0
101,2017-10-18,07:00,Regular,Covington,Robert,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,Robert Covington,Starter,29,SF,81,215,1990-12-14,29,1,5,1,2,4,15,9,0.6,4,2,0.5,11,7,0.6364,4,4,1.0,2,5,7,WAS,East,Southeast,Home,Win,0
102,2017-10-18,07:00,Regular,Bayless,Jerryd,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,Jerryd Bayless,Starter,28,PG,75,199,1988-08-20,13,3,2,1,0,4,10,5,0.5,3,2,0.6667,7,3,0.4286,0,0,0.0,0,3,3,WAS,East,Southeast,Home,Win,0
103,2017-10-18,07:00,Regular,Embiid,Joel,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,Joel Embiid,Starter,27,C,84,250,1994-03-16,18,3,4,0,1,2,15,7,0.4667,11,7,0.6364,4,0,0.0,4,4,1.0,1,12,13,WAS,East,Southeast,Home,Win,0
104,2017-10-18,07:00,Regular,Saric,Dario,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,Dario Saric,Bench,23,SF,82,223,1994-04-08,3,2,0,0,1,3,5,1,0.2,3,1,0.3333,2,0,0.0,1,1,1.0,1,2,3,WAS,East,Southeast,Home,Win,0
105,2017-10-18,07:00,Regular,Luwawu-Cabarrot,Timothé,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,Timothé Luwawu-Cabarrot,Bench,18,SG,79,200,1995-05-09,5,2,0,1,0,2,6,2,0.3333,3,1,0.3333,3,1,0.3333,0,0,0.0,1,1,2,WAS,East,Southeast,Home,Win,0
106,2017-10-18,07:00,Regular,Fultz,Markelle,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,Markelle Fultz,Bench,18,PG,76,195,1998-05-29,10,1,0,0,1,0,9,5,0.5556,9,5,0.5556,0,0,0.0,2,0,0.0,2,1,3,WAS,East,Southeast,Home,Win,0
107,2017-10-18,07:00,Regular,McConnell,Timothy,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,T.J. McConnell,Bench,15,PG,74,200,1992-03-25,2,3,2,0,0,0,2,1,0.5,2,1,0.5,0,0,0.0,0,0,0.0,0,0,0,WAS,East,Southeast,Home,Win,0
108,2017-10-18,07:00,Regular,Johnson,Amir,PHI,East,Atlantic,Away,Loss,0,Guthrie,David,Taylor,Dedric,Amir Johnson,Bench,15,PF,81,210,1987-05-01,5,1,1,0,0,6,7,2,0.2857,7,2,0.2857,0,0,0.0,2,1,0.5,1,4,5,WAS,East,Southeast,Home,Win,0
109,2017-10-18,07:00,Regular,Wall,John,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,John Wall,Starter,37,PG,76,195,1990-09-06,28,8,2,0,2,2,28,10,0.3571,25,10,0.4,3,0,0.0,9,8,0.8889,2,3,5,PHI,East,Atlantic,Away,Loss,0
110,2017-10-18,07:00,Regular,Beal,Bradley,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,Bradley Beal,Starter,36,SG,77,202,1993-06-28,25,4,2,3,1,2,17,6,0.3529,13,5,0.3846,4,1,0.25,16,12,0.75,2,4,6,PHI,East,Atlantic,Away,Loss,0
111,2017-10-18,07:00,Regular,Gortat,Marcin,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,Marcin Gortat,Starter,34,C,84,240,1984-02-17,16,1,1,0,3,3,12,7,0.5833,12,7,0.5833,0,0,0.0,3,2,0.6667,5,12,17,PHI,East,Atlantic,Away,Loss,0
112,2017-10-18,07:00,Regular,Porter,Otto,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,Otto Porter,Starter,33,SF,80,198,1993-06-03,10,0,0,3,1,3,11,5,0.4545,8,5,0.625,3,0,0.0,0,0,0.0,2,6,8,PHI,East,Atlantic,Away,Loss,0
113,2017-10-18,07:00,Regular,Smith,Jason,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,Jason Smith,Starter,7,PF,84,240,1986-03-02,0,0,0,0,0,1,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,1,0,1,PHI,East,Atlantic,Away,Loss,0
114,2017-10-18,07:00,Regular,Oubre,Kelly,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,Kelly Oubre Jr.,Bench,32,SF,79,203,1995-12-09,14,2,0,2,2,2,10,5,0.5,4,2,0.5,6,3,0.5,3,1,0.3333,2,6,8,PHI,East,Atlantic,Away,Loss,0
115,2017-10-18,07:00,Regular,Meeks,Jodie,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,Jodie Meeks,Bench,19,SG,76,208,1987-08-21,14,0,0,0,0,0,8,3,0.375,6,2,0.3333,2,1,0.5,7,7,1.0,0,1,1,PHI,East,Atlantic,Away,Loss,0
116,2017-10-18,07:00,Regular,Scott,James,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,Mike Scott,Bench,15,PF,80,237,1988-09-16,7,0,1,0,0,0,6,3,0.5,3,2,0.6667,3,1,0.3333,0,0,0.0,0,2,2,PHI,East,Atlantic,Away,Loss,0
117,2017-10-18,07:00,Regular,Mahinmi,Ian,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,Ian Mahinmi,Bench,14,C,82,230,1986-11-05,6,1,1,0,1,4,3,3,1.0,3,3,1.0,0,0,0.0,0,0,0.0,2,2,4,PHI,East,Atlantic,Away,Loss,0
118,2017-10-18,07:00,Regular,Frazier,Tim,WAS,East,Southeast,Home,Win,0,Guthrie,David,Taylor,Dedric,Tim Frazier,Bench,13,PG,73,170,1990-11-01,0,5,2,0,0,3,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,PHI,East,Atlantic,Away,Loss,0
119,2017-10-18,07:30,Regular,Middleton,Khris,MIL,East,Central,Away,Win,0,Goldenberg,Jason,Lindsay,Mark,Khris Middleton,Starter,43,SF,79,215,1991-08-12,15,6,5,2,0,4,17,6,0.3529,12,5,0.4167,5,1,0.2,2,2,1.0,2,7,9,BOS,East,Atlantic,Home,Loss,0
120,2017-10-18,07:30,Regular,Brogdon,Malcolm,MIL,East,Central,Away,Win,0,Goldenberg,Jason,Lindsay,Mark,Malcolm Brogdon,Starter,41,PG,78,223,1992-12-11,19,4,2,0,0,2,10,6,0.6,5,3,0.6,5,3,0.6,4,4,1.0,0,1,1,BOS,East,Atlantic,Home,Loss,0
121,2017-10-18,07:30,Regular,Antetokounmpo,Giannis,MIL,East,Central,Away,Win,0,Goldenberg,Jason,Lindsay,Mark,Giannis Antetokounmpo,Starter,37,SF,82,205,1994-12-16,37,3,5,3,0,4,22,13,0.5909,21,13,0.619,1,0,0.0,13,11,0.8462,1,12,13,BOS,East,Atlantic,Home,Loss,0
122,2017-10-18,07:30,Regular,Snell,Tony,MIL,East,Central,Away,Win,0,Goldenberg,Jason,Lindsay,Mark,Tony Snell,Starter,29,SG,79,200,1991-11-10,5,1,0,0,0,4,4,2,0.5,1,1,1.0,3,1,0.3333,0,0,0.0,0,4,4,BOS,East,Atlantic,Home,Loss,0
